rank,tier,archive_entry,date,type,title,surviving_sources,source_status,full_recording_exists,archive_has_only_fragment,historical_value,loss_risk,recommended_action
180,B1,2016-01-27-live-01,2016-01-27,live,BOXBOY!,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
181,B1,2016-02-01-live-01,2016-02-01,live,塞尔达三角力量试水,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
182,B1,2016-02-17-live-01,2016-02-17,live,火影忍者究极风暴4,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
183,B1,2016-02-18-live-01,2016-02-18,live,火影忍者究极风暴4,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
184,B1,2016-02-23-live-01,2016-02-23,live,Minecraft 水星生存日记,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
185,B1,2016-02-25-live-01,2016-02-25,live,极地战嚎：野蛮纪源,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
186,B1,2016-02-26-live-01,2016-02-26,live,休息一下。。。。,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
187,B1,2016-02-28-live-01,2016-02-28,live,休息一下。。。。,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
188,B1,2016-03-02-live-01,2016-03-02,live,逆袭之星途闪耀 3月1号更新章,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
189,B1,2016-03-04-live-01,2016-03-04,live,Minecraft 1.8.8（B站 MC 主题建筑擂台赛）,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
190,B1,2016-04-04-live-01,2016-04-04,live,异星工厂 & SUPERHOT,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
191,B1,2016-04-05-live-01,2016-04-05,live,HunieCam Studio,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
192,B1,2016-04-06-live-01,2016-04-06,live,逆转裁判5,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
193,B1,2016-04-07-live-01,2016-04-07,live,逆转裁判5,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
194,B1,2016-04-08-live-01,2016-04-08,live,逆转裁判5 第二章结局,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
195,B1,2016-04-11-live-01,2016-04-11,live,传送门2,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
196,B1,2016-04-12-live-01,2016-04-12,live,锈湖：剧院（Rusty Lake Theatre）,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
197,B1,2016-04-18-live-01,2016-04-18,live,逆转裁判5（3DS）,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
198,B1,2016-04-19-live-01,2016-04-19,live,逆转裁判5,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
199,B1,2016-07-11-live-01,2016-07-11,live,黎明杀机,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
200,B1,2016-10-10-live-01,2016-10-10,live,LISA,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
201,B1,2016-10-11-live-01,2016-10-11,live,LISA,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
202,B1,2016-12-15-live-01,2016-12-15,live,LISA 第三部 The Joyful,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
203,B1,2017-01-14-live-01,2017-01-14,live,返校,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
204,B1,2017-07-14-live-01,2017-07-14,live,幼儿园 Kindergarten,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
205,B1,2017-08-18-live-01,2017-08-18,live,我的世界 minecraft 1.12,—,无任何公开来源,否,—,斗鱼早期（2016～2017）,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
206,B2,2016-01-11-live-01,2016-01-11,live,Poly Bridge 11月更新最新关卡,acfun.cn/v/ac2454741（replay/alive/acfun-douyu-recordhall）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
207,B2,2016-01-28-live-02,2016-01-28,live,潜伏之赤途 2-3,bilibili.com/video/BV1Kp421D7vF/?p=3（replay/alive）；v.youku.com/v_show/id_XMTQ1OTY4MjgwMA==.html?f=5（replay/dead）；v.youku.com/v_show/id_XMTQ1OTcyMjU5Mg==.html?f=5（replay/dead）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩单个非官方搬运：找第二个镜像
208,B2,2016-01-29-live-01,2016-01-29,live,潜伏之赤途 大结局,bilibili.com/video/BV1Kp421D7vF/?p=4（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩单个非官方搬运：找第二个镜像
209,B2,2016-02-02-live-01,2016-02-02,live,勇者斗恶龙：建造者,acfun.cn/v/ac2533334（replay/alive/acfun-douyu-recordhall）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
210,B2,2016-02-20-live-01,2016-02-20,live,街霸5 & 生锈小湖新章 Birthday,acfun.cn/v/ac2553531（replay/alive/acfun-douyu-recordhall）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
211,B2,2016-07-27-live-01,2016-07-27,live,上海户外,bilibili.com/video/BV1cs411C7QV（clip/alive/bili-fan-record-house）,只有片段,否,是,斗鱼早期（2016～2017）,高,只有片段：完整录像只可能在失效网盘或私人存档，列入征集
212,B2,2017-07-23-live-02,2017-07-23,live,"【心灵砒霜】十年之后你未婚我未娶,我们就在一起~",acfun.cn/v/ac3873035（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
213,B2,2017-07-25-live-01,2017-07-25,live,大周建国史 第5天,v.youku.com/v_show/id_XMjkyNTc2NzQ1Ng==.html（replay/alive/youku-official）；v.youku.com/v_show/id_XMjkyNTc2ODc4OA==.html（replay/alive/youku-official）,来源都在易失平台,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只在她本人优酷号：优酷已对首作加密、随时可能下架——给页面做 Wayback 存档，在 B站/A站 找搬运镜像，元数据已入库
214,B2,2017-11-07-live-01,2017-11-07,live,超级马里奥,acfun.cn/v/ac4072119（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
215,B2,2017-12-21-live-01,2017-12-21,live,大周桌面展,acfun.cn/v/ac4150104（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,斗鱼早期（2016～2017）,高,只剩 A站：找 B站 镜像
216,C1,2018-06-02-live-01,2018-06-02,live,看电影,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
217,C1,2018-08-13-live-01,2018-08-13,live,大周MC第四目：第三天,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
218,C1,2018-10-09-live-01,2018-10-09,live,语音直播,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
219,C1,2018-11-22-live-01,2018-11-22,live,语音直播,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
220,C1,2019-03-31-live-01,2019-03-31,live,看电影：超体、雨中曲,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
221,C1,2019-07-03-live-01,2019-07-03,live,我的朋友佩德罗 & 风暴追逐者 & 节奏乒乓,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
222,C1,2019-07-04-live-01,2019-07-04,live,唱歌 & 人类一败涂地 MOD & 辐射：避难所 Online,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
223,C1,2019-07-05-live-01,2019-07-05,live,荒野潜伏者 Stay Silent VR & 百战天虫,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
224,C1,2019-07-08-live-01,2019-07-08,live,拣爱 & 小林正雪复仇之密室,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
225,C1,2019-08-28-live-01,2019-08-28,live,遗迹：灰烬重生,—,无任何公开来源,否,—,2018～2019,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
226,C2,2018-03-26-live-01,2018-03-26,live,戏说聊斋,acfun.cn/v/ac4281402（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩 A站：找 B站 镜像
227,C2,2018-04-08-live-01,2018-04-08,live,到底怎么了,acfun.cn/v/ac4300876（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩 A站：找 B站 镜像
228,C2,2018-08-10-live-01,2018-08-10,live,大周MC第四目：第一天,bilibili.com/video/BV1ps411T77E（clip/alive）；bilibili.com/video/BV1dW41197kd（clip/alive）,只有片段,否,是,2018～2019,高,只有片段：完整录像只可能在失效网盘或私人存档，列入征集
229,C2,2018-08-17-video-01,2018-08-17,video,大周MC第四季：第一、二集补档（010陈）,bilibili.com/video/BV1GW411R7d4（clip/alive）；t.cn/RkZjJkE（clip/unchecked）,只有片段,否,是,2018～2019,高,只有片段：完整录像只可能在失效网盘或私人存档，列入征集
230,C2,2018-08-26-video-01,2018-08-26,video,女流大周月报·八月篇：大周MC,bilibili.com/video/BV16W411D75z（clip/alive）；t.cn/Rk3euZS（clip/unchecked）,只有片段,否,是,2018～2019,高,只有片段：完整录像只可能在失效网盘或私人存档，列入征集
231,C2,2018-10-11-live-01,2018-10-11,live,阳光路，关爱自闭症儿童,acfun.cn/v/ac4634790（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩 A站：找 B站 镜像
232,C2,2019-04-23-live-01,2019-04-23,live,心灵砒霜,acfun.cn/v/ac10150917（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩 A站：找 B站 镜像
233,C2,2019-06-14-live-01,2019-06-14,live,【女流直播】 E3游戏展现场 P4 2019.6.14,v.douyu.com/show/8pa9v5OKmLqMVrqA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
234,C2,2019-07-23-live-01,2019-07-23,live,【女流直播】 地痞街区 P1 2019.7.23,v.douyu.com/show/JmbBMkG3N6KM40XA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
235,C2,2019-07-24-live-01,2019-07-24,live,【女流直播】《2020东京奥运》 P1 2019.7.24,v.douyu.com/show/1LDR7QDkYy8vJzx8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
236,C2,2019-07-27-live-01,2019-07-27,live,【女流直播】 月圆之夜  P1 2019.7.27,v.douyu.com/show/mPyq7okmyE571gLY（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
237,C2,2019-08-01-live-01,2019-08-01,live,【女流直播】2019PS中国线上发布会 P12019.8.1,v.douyu.com/show/X3JzMaJyY0lWPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
238,C2,2019-08-02-live-01,2019-08-02,live,女流带你走进2019ChinaJoy现场,acfun.cn/v/ac10659369（replay/alive/acfun-fan-record-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩 A站：找 B站 镜像
239,C2,2019-08-08-live-01,2019-08-08,live,【女流直播】 女流带你走进敦煌 P1 2019.8.8,v.douyu.com/show/X3JzMaJobkAWPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
240,C2,2019-08-10-live-01,2019-08-10,live,【女流直播】 斗鱼超级火箭计划 P1 2019.8.11,v.douyu.com/show/XqeO74p1Bne7xywG（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
241,C2,2019-08-14-live-01,2019-08-14,live,【女流直播】牧场物语 P1 2019.8.14,v.douyu.com/show/8pa9v5OdZYpMVrqA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
242,C2,2019-08-16-live-01,2019-08-16,live,jump king见证奇迹 2019-08-16 15点场,v.douyu.com/show/3rob7jDB0KjWgkZl（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
243,C2,2019-08-17-live-01,2019-08-17,live,【女流直播】牧场物语 P1 2019.8.17,v.douyu.com/show/aRbBv3pdrmy76PYV（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
244,C2,2019-08-19-live-01,2019-08-19,live,【女流直播】 牧场物语 P1 2019.8.19,v.douyu.com/show/Bjq4MewRQekv5Ea8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
245,C2,2019-08-21-live-01,2019-08-21,live,【女流直播】 遗迹灰烬重生 P1 2019.8.21,v.douyu.com/show/6Aw87OpA28DMYGkg（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
246,C2,2019-08-26-live-01,2019-08-26,live,【女流直播】 控制control P1 2019.8.26,v.douyu.com/show/Kg1VWRGgLOrvGbNA（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
247,C2,2019-09-04-live-01,2019-09-04,live,【女流直播】 好久不见大雄 P1 2019.9.4,v.douyu.com/show/yVY8WwAJPqV7LOz9（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
248,C2,2019-09-06-live-02,2019-09-06,live,Dicey dungeons试试运气,v.douyu.com/show/jNBdvn2nDx0vE2yw（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
249,C2,2019-09-06-live-01,2019-09-06,live,【女流直播】 挤进服务器可太难了P1 2019.9.6,v.douyu.com/show/ZB5Kv9L1jm9Wa93x（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
250,C2,2019-09-11-live-01,2019-09-11,live,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.11,v.douyu.com/show/aRbBv3p9J0476PYV（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
251,C2,2019-09-12-live-01,2019-09-12,live,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.12,v.douyu.com/show/ERALvEgY3b5M1Vw0（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
252,C2,2019-09-13-live-01,2019-09-13,live,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.13,v.douyu.com/show/EO0XvN5XVJxWDrBd（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
253,C2,2019-09-16-live-01,2019-09-16,live,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.16,v.douyu.com/show/DrwnvzAnnQjWPNaX（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
254,C2,2019-09-17-live-01,2019-09-17,live,【女流直播】 怪物猎人：世界 冰原 P1 2019.9.17,v.douyu.com/show/Aox276gP8AoMVz8Z（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
255,C2,2019-09-18-live-01,2019-09-18,live,【女流直播】 被囚禁的掌心 P1 2019.9.18,v.douyu.com/show/r90XWgw1ql2Wgk25（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
256,C2,2019-09-21-live-01,2019-09-21,live,【女流直播】塞尔达传说 织梦岛 P1 2019.9.21,v.douyu.com/show/wLjGvLpnR0pvmO90（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
257,C2,2019-09-24-live-01,2019-09-24,live,【女流直播】 塞尔达传说 织梦岛 P1 2019.9.24,v.douyu.com/show/a4Jj7llmVVj7Dk01（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
258,C2,2019-09-27-live-01,2019-09-27,live,【女流直播】 A Short Hi P1 2019.9.27,v.douyu.com/show/ERALvEgOElAM1Vw0（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
259,C2,2019-09-29-live-01,2019-09-29,live,【女流直播】 Green Hell P1 2019.9.29,v.douyu.com/show/2V0JMVaEpyD7RY5k（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
260,C2,2019-10-01-live-01,2019-10-01,live,【女流直播】Green Hell P1 2019.10.1,v.douyu.com/show/X3JzMaJ1mylWPQro（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
261,C2,2019-10-04-live-01,2019-10-04,live,牛牛山动物园赚大钱了,v.douyu.com/show/a2JEMJ5R9027Nxml（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
262,C2,2019-10-22-live-01,2019-10-22,live,【女流直播】 牧场物语：重聚矿石镇P1 2019.10.22,v.douyu.com/show/DrwnvzbAZ2lvPNaX（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
263,C2,2019-10-26-live-01,2019-10-26,live,【女流直播】 牧场物语 重聚矿石镇 P1 19.10.26,v.douyu.com/show/1LDR7QND5XVMJzx8（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
264,C2,2019-11-04-live-01,2019-11-04,live,【女流直播】 路易基鬼屋3 P1 2019.11.4,v.douyu.com/show/0Q8mMYk1KDkv49Ad（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
265,C2,2019-11-06-live-01,2019-11-06,live,【女流直播】路易吉鬼屋 P1 2019.11.6,v.douyu.com/show/NVm0WKnxrxPMJeBP（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
266,C2,2019-11-09-live-02,2019-11-09,live,明日之后第二季~~,v.douyu.com/show/wLjGvLQ5g6p7mO90（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
267,C2,2019-11-11-live-01,2019-11-11,live,【女流直播】 死亡搁浅 P1 2019.11.11,v.douyu.com/show/6Aw87Oaq6jgWYGkg（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
268,C2,2019-11-12-live-01,2019-11-12,live,【女流直播】 死亡搁浅 P1 2019.11.12,v.douyu.com/show/ZB5Kv95bB0Kva93x（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
269,C2,2019-11-15-live-01,2019-11-15,live,【女流直播】 死亡搁浅 P1 2019.11.15,v.douyu.com/show/ZB5Kv95bJAjva93x（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
270,C2,2019-11-19-live-01,2019-11-19,live,【女流直播】 死亡搁浅 P1 2019.11.19,v.douyu.com/show/qJgOWx2P9Kr7kVzL（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
271,C2,2019-11-21-live-01,2019-11-21,live,【女流直播】We were here together P1,v.douyu.com/show/n8GzMXl0J6DM6qyP（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
272,C2,2019-11-30-live-01,2019-11-30,live,【女流直播】Concrete Genie P1 11.30,v.douyu.com/show/n8GzMXlzOqbM6qyP（replay/alive）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩斗鱼官方回看：平台可能清理旧回看——优先找 B站/A站 镜像，至少给 v.douyu.com/show 页存档
273,C2,2019-12-05-live-01,2019-12-05,live,Children of Morta,bilibili.com/video/BV1pJ411i7nm（replay/alive/bili-fan-secret-house）,只剩一个易失来源,是（仅单一来源）,否,2018～2019,高,只剩秘密录像屋（上传账号已注销）：找录像小屋或 A站 镜像
274,D1,2021-05-24-live-01,2021-05-24,live,深海迷航,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
275,D1,2021-06-23-live-01,2021-06-23,live,永劫无间,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
276,D1,2021-08-11-live-01,2021-08-11,live,高铁站语音直播,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
277,D1,2021-09-07-live-01,2021-09-07,live,天义镇户外,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
278,D1,2021-10-08-live-01,2021-10-08,live,喋血复仇 Back 4 Blood,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
279,D1,2022-10-13-live-01,2022-10-13,live,Coral Island,—,无任何公开来源,否,—,2020 以后,已失,无公开录像：网盘与征集线索见 lost-recordings-inventory.csv；不再在已枚举的账号里重复找
